date,close,volume
2024-08-05,5313.0,24857400
2024-08-06,6138.0,26046300
2024-08-07,6062.0,22014800
2024-08-08,5816.0,15487000
2024-08-09,5792.0,18326500
2024-08-13,6237.0,13757100
2024-08-14,6298.0,13582000
2024-08-15,6235.0,10501100
2024-08-16,6661.0,15449300
2024-08-19,6524.0,9467200
2024-08-20,6660.0,11075500
2024-08-21,6530.0,8899700
2024-08-22,6607.0,10344300
2024-08-23,6382.0,8918900
2024-08-26,6222.0,7499000
2024-08-27,6125.0,6663000
2024-08-28,6381.0,9236200
2024-08-29,6400.0,12581800
2024-08-30,6641.0,13874200
2024-09-02,6796.0,13736700
2024-09-03,6643.0,14465100
2024-09-04,6129.0,22203600
2024-09-05,5950.0,13508000
2024-09-06,5868.0,11152900
2024-09-09,5830.0,15841600
2024-09-10,5899.0,14512100
2024-09-11,5763.0,14970400
2024-09-12,6293.0,17205400
2024-09-13,6375.0,15269000
2024-09-17,6016.0,14639500
2024-09-18,6125.0,9787400
2024-09-19,6216.0,11123300
2024-09-20,6295.0,15066800
2024-09-24,6315.0,11858800
2024-09-25,6547.0,12723600
2024-09-26,6900.0,13737500
2024-09-27,7209.0,18782900
2024-09-30,6741.0,16116400
2024-10-01,6890.0,9417100
2024-10-02,6556.0,10273800
2024-10-03,6865.0,10152700
2024-10-04,6974.0,9232600
2024-10-07,7191.0,11124300
2024-10-08,7370.0,13721000
2024-10-09,7639.0,15028500
2024-10-10,7538.0,12065200
2024-10-11,7798.0,14108200
2024-10-15,8061.0,13659500
2024-10-16,8051.0,20215100
2024-10-17,8002.0,19443500
2024-10-18,7968.0,15649500
2024-10-21,8181.0,15087700
2024-10-22,7960.0,17919600
2024-10-23,7871.0,12575700
2024-10-24,8053.0,15065300
2024-10-25,7820.0,13306800
2024-10-28,8181.0,16040900
2024-10-29,8310.0,13155900
2024-10-30,8595.0,18513600
2024-10-31,9148.0,36627100
2024-11-01,8745.0,18772600
2024-11-05,8899.0,12896300
2024-11-06,9625.0,23194600
2024-11-07,9767.0,22227900
2024-11-08,9638.0,16933400
2024-11-11,9824.0,12021600
2024-11-12,9514.0,14936500
2024-11-13,9380.0,12323900
2024-11-14,9118.0,11422500
2024-11-15,9136.0,9381800
2024-11-18,9100.0,13343300
2024-11-19,9437.0,15526900
2024-11-20,9541.0,13196500
2024-11-21,9385.0,21651900
2024-11-22,9447.0,19303600
2024-11-25,9232.0,22101900
2024-11-26,8834.0,16720500
2024-11-27,8506.0,16214000
2024-11-28,8210.0,19484600
2024-11-29,8240.0,13350200
2024-12-02,8421.0,13349600
2024-12-03,8750.0,17282500
2024-12-04,8815.0,11726000
2024-12-05,9111.0,12101900
2024-12-06,8815.0,10083000
2024-12-09,8400.0,13595900
2024-12-10,8478.0,10791300
2024-12-11,8435.0,8588300
2024-12-12,8865.0,12443000
2024-12-13,9380.0,19879500
2024-12-16,9558.0,13709200
2024-12-17,8664.0,32605200
2024-12-18,8760.0,26216900
2024-12-19,8690.0,17752600
2024-12-20,8609.0,17509000
2024-12-23,9000.0,16710000
2024-12-24,8935.0,15042500
2024-12-25,8985.0,9447400
2024-12-26,9095.0,10408600
2024-12-27,9447.0,15017900
2024-12-30,9198.0,18306300
2025-01-06,9302.0,13798400
2025-01-07,9741.0,22566000
2025-01-08,10075.0,17188400
2025-01-09,9874.0,12828500
2025-01-10,10380.0,16633600
2025-01-14,9424.0,19636200
2025-01-15,9090.0,20411400
2025-01-16,9195.0,17813500
2025-01-17,9158.0,15078100
2025-01-20,9370.0,11609700
2025-01-21,9440.0,14754100
2025-01-22,9819.0,14510800
2025-01-23,10050.0,13372800
2025-01-24,10050.0,9441600
2025-01-27,9185.0,19018100
2025-01-28,8162.0,31500300
2025-01-29,8518.0,29585300
2025-01-30,8792.0,54055500
2025-01-31,8659.0,24345300
2025-02-03,8300.0,19752100
2025-02-04,8537.0,18591500
2025-02-05,8464.0,12622500
2025-02-06,8550.0,12253200
2025-02-07,8606.0,12635200
2025-02-10,8645.0,9939200
2025-02-12,8940.0,14363800
2025-02-13,9220.0,13736000
2025-02-14,9087.0,11117900
2025-02-17,9209.0,10632600
2025-02-18,9503.0,11382000
2025-02-19,9600.0,11404000
2025-02-20,9580.0,13178800
2025-02-21,9630.0,9796100
2025-02-25,9000.0,14458800
2025-02-26,9070.0,10503200
2025-02-27,8897.0,15416900
2025-02-28,8116.0,18095400
2025-03-03,8128.0,10393300
2025-03-04,7776.0,20113800
2025-03-05,7753.0,13707400
2025-03-06,7688.0,13725900
2025-03-07,7508.0,11322000
2025-03-10,7789.0,10835200
2025-03-11,7921.0,19805400
2025-03-12,7553.0,18726100
2025-03-13,7830.0,20686900
2025-03-14,8245.0,23861900
2025-03-17,8470.0,13620000
2025-03-18,8704.0,13928300
2025-03-19,8283.0,13288900
2025-03-21,8098.0,13256400
2025-03-24,8005.0,9950800
2025-03-25,7732.0,17006900
2025-03-26,7781.0,17396500
2025-03-27,7202.0,19991500
2025-03-28,7008.0,17664900
2025-03-31,6472.0,19657400
2025-04-01,6283.0,20716100
2025-04-02,6443.0,17008200
2025-04-03,6152.0,20513700
2025-04-04,5654.0,31765700
2025-04-07,5034.0,27712500
2025-04-08,5629.0,21274500
2025-04-09,5190.0,22513300
2025-04-10,5903.0,22846500
2025-04-11,5632.0,19041400
2025-04-14,5909.0,23045100
2025-04-15,5803.0,12475200
2025-04-16,5423.0,18371900
2025-04-17,5612.0,17129600
2025-04-18,5485.0,12459700
2025-04-21,5436.0,10151900
2025-04-22,5391.0,12077600
2025-04-23,5558.0,13845100
2025-04-24,5734.0,14331800
2025-04-25,6000.0,18504400
2025-04-28,5710.0,28118100
2025-04-30,5863.0,21614500
2025-05-01,6267.0,23772100
2025-05-02,6337.0,23846500
2025-05-07,6350.0,13948300
2025-05-08,6587.0,14710700
2025-05-09,6695.0,15832000
2025-05-12,7300.0,23875100
2025-05-13,7148.0,25092800
2025-05-14,7496.0,24588100
2025-05-15,7413.0,14761900
2025-05-16,7273.0,13966300
2025-05-19,7066.0,13426400
2025-05-20,7275.0,16467100
2025-05-21,7010.0,12262400
2025-05-22,6784.0,11923800
2025-05-23,6815.0,9850500
2025-05-26,7101.0,13078100
2025-05-27,7141.0,11295400
2025-05-28,7255.0,16046800
2025-05-29,7643.0,24122000
2025-05-30,7367.0,16869600
2025-06-02,7090.0,9779400
2025-06-03,7277.0,13397900
2025-06-04,7417.0,16762600
2025-06-05,7756.0,24746600
2025-06-06,7929.0,15634400
2025-06-09,8314.0,20219100
2025-06-10,8304.0,32926100
2025-06-11,8341.0,26387700
2025-06-12,8303.0,14063000
2025-06-13,8504.0,26761800
2025-06-16,9323.0,55824400
2025-06-17,9550.0,42568500
2025-06-18,9663.0,27136200
2025-06-19,9431.0,21935400
2025-06-20,9831.0,44503300
2025-06-23,9710.0,20278800
2025-06-24,9863.0,24010400
2025-06-25,10190.0,16542400
2025-06-26,10700.0,18215700
2025-06-27,10585.0,19375500
2025-06-30,10655.0,18527500
