date,close,volume
2025-07-01,10765.0,13846700
2025-07-02,10425.0,16593000
2025-07-03,10530.0,12321700
2025-07-04,10675.0,11862900
2025-07-07,10685.0,7632800
2025-07-08,10955.0,12371200
2025-07-09,10980.0,13897400
2025-07-10,11245.0,14583100
2025-07-11,11325.0,17165400
2025-07-14,11515.0,8609200
2025-07-15,11720.0,13936800
2025-07-16,11795.0,16476700
2025-07-17,11705.0,14058600
2025-07-18,11185.0,14188900
2025-07-22,11345.0,9714400
2025-07-23,11410.0,13405500
2025-07-24,11335.0,11975700
2025-07-25,11495.0,8551000
2025-07-28,10465.0,14206100
2025-07-29,10355.0,10670000
2025-07-30,10245.0,26356000
2025-07-31,10350.0,19355400
2025-08-01,10215.0,16459400
2025-08-04,10050.0,12432100
2025-08-05,10045.0,7521500
2025-08-06,10080.0,12778000
2025-08-07,10110.0,8388500
2025-08-08,10485.0,13606600
2025-08-12,11150.0,17332800
2025-08-13,11755.0,17495800
2025-08-14,11210.0,13373500
2025-08-15,11295.0,8885600
2025-08-18,11460.0,7636900
2025-08-19,11410.0,7816000
2025-08-20,10765.0,9239500
2025-08-21,10945.0,10480500
2025-08-22,10765.0,7562400
2025-08-25,10880.0,6811600
2025-08-26,10905.0,6437800
2025-08-27,11395.0,13947800
2025-08-28,11560.0,13701000
2025-08-29,11675.0,8904400
2025-09-01,10750.0,15997300
2025-09-02,10665.0,8990200
2025-09-03,10695.0,8308400
2025-09-04,11200.0,10084600
2025-09-05,11440.0,9155400
2025-09-08,11940.0,10760200
2025-09-09,12710.0,21297300
2025-09-10,13125.0,14965100
2025-09-11,13700.0,15427400
2025-09-12,13950.0,14632000
2025-09-16,14130.0,12837400
2025-09-17,13845.0,12216700
2025-09-18,14530.0,14226000
2025-09-19,15020.0,20548100
2025-09-22,15500.0,12388300
2025-09-24,15405.0,13950800
2025-09-25,15030.0,11797800
2025-09-26,14470.0,12831100
2025-09-29,15145.0,10482500
2025-09-30,14650.0,11175700
2025-10-01,14675.0,10353800
2025-10-02,15045.0,10639300
2025-10-03,15690.0,14384900
2025-10-06,17890.0,31393100
2025-10-07,18005.0,21928100
2025-10-08,17965.0,14490500
2025-10-09,18005.0,15155400
2025-10-10,17835.0,15298900
2025-10-14,17000.0,20669800
2025-10-15,17365.0,13208900
2025-10-16,17490.0,12083200
2025-10-17,16870.0,10795100
2025-10-20,17510.0,11155500
2025-10-21,17400.0,18193900
2025-10-22,17100.0,12519200
2025-10-23,16465.0,8978700
2025-10-24,17080.0,11335300
2025-10-27,18195.0,11458600
2025-10-28,18120.0,10269800
2025-10-29,22120.0,36430400
2025-10-30,22270.0,37582800
2025-10-31,23135.0,21774700
2025-11-04,21780.0,17861900
2025-11-05,20485.0,23888500
2025-11-06,21130.0,11074100
2025-11-07,19960.0,13892000
2025-11-10,20720.0,10636600
2025-11-11,19875.0,13038200
2025-11-12,19830.0,11447600
2025-11-13,20670.0,9099200
2025-11-14,19530.0,13322600
2025-11-17,20000.0,8746800
2025-11-18,19260.0,14325200
2025-11-19,19150.0,14068800
2025-11-20,20835.0,15175700
2025-11-21,18315.0,15705900
2025-11-25,19080.0,10489100
2025-11-26,19460.0,8653900
2025-11-27,20410.0,7829100
2025-11-28,20575.0,5947500
2025-12-01,19700.0,10567900
2025-12-02,19810.0,6080500
2025-12-03,20860.0,9214300
2025-12-04,20700.0,8574400
2025-12-05,20200.0,5585000
2025-12-08,20250.0,5977500
2025-12-09,20255.0,5351200
2025-12-10,20150.0,7115400
2025-12-11,21040.0,13023300
2025-12-12,20785.0,10642000
2025-12-15,19450.0,7745900
2025-12-16,19175.0,6932200
2025-12-17,19450.0,7168700
2025-12-18,18805.0,7119700
2025-12-19,19195.0,7288200
2025-12-22,20050.0,6101800
2025-12-23,19675.0,4711800
2025-12-24,20160.0,6591400
2025-12-25,19795.0,3618500
2025-12-26,20245.0,5254000
2025-12-29,19780.0,4960200
2025-12-30,19635.0,4282200
2026-01-05,21175.0,10127200
2026-01-06,21555.0,8064300
2026-01-07,20605.0,9403700
2026-01-08,20105.0,7104600
2026-01-09,20255.0,8367200
2026-01-13,21985.0,15295200
2026-01-14,23060.0,12797700
2026-01-15,22490.0,12103900
2026-01-16,22800.0,8833300
2026-01-19,22160.0,7067200
2026-01-20,21485.0,6078500
2026-01-21,21770.0,7874200
2026-01-22,22850.0,11305900
2026-01-23,23530.0,11087800
2026-01-26,23575.0,8870600
2026-01-27,24955.0,13556500
2026-01-28,25540.0,14247200
2026-01-29,26860.0,22178100
2026-01-30,25505.0,14792800
2026-02-02,24305.0,14087700
2026-02-03,26030.0,11567300
2026-02-04,25475.0,9267800
2026-02-05,24250.0,11216000
2026-02-06,24530.0,9085600
2026-02-09,27355.0,17910900
2026-02-10,27675.0,10753800
2026-02-12,26810.0,9748600
2026-02-13,27130.0,12024300
2026-02-16,27100.0,5492200
2026-02-17,26795.0,5650300
2026-02-18,26960.0,6073300
2026-02-19,25995.0,13630600
2026-02-20,25475.0,8138800
2026-02-24,26620.0,7971000
2026-02-25,28615.0,11925400
2026-02-26,28125.0,11553900
2026-02-27,26850.0,10083200
2026-03-02,25800.0,8517800
2026-03-03,25725.0,9494000
2026-03-04,24500.0,13140600
2026-03-05,25535.0,10917700
2026-03-06,25710.0,8110400
2026-03-09,22875.0,13435300
2026-03-10,24075.0,8735600
2026-03-11,24885.0,8431200
2026-03-12,24500.0,8233500
2026-03-13,23650.0,8421000
2026-03-16,24140.0,6268800
2026-03-17,23545.0,6461000
2026-03-18,25130.0,7535700
2026-03-19,23980.0,8793000
2026-03-23,22730.0,8209900
2026-03-24,22345.0,9506400
2026-03-25,23425.0,10638400
2026-03-26,22965.0,7478300
2026-03-27,22070.0,8761700
2026-03-30,20925.0,12880400
2026-03-31,20330.0,22371500
2026-04-01,22500.0,11328200
2026-04-02,21125.0,13378000
2026-04-03,21555.0,5670900
2026-04-06,21930.0,6851400
2026-04-07,22200.0,6973500
2026-04-08,25220.0,13848700
2026-04-09,24800.0,8706000
2026-04-10,24990.0,10849800
2026-04-13,24880.0,6508500
2026-04-14,27000.0,11460300
2026-04-15,27585.0,12810000
2026-04-16,28625.0,10852600
2026-04-17,27870.0,9985300
2026-04-20,27100.0,7633600
2026-04-21,27200.0,6400300
2026-04-22,27900.0,9077500
2026-04-23,27900.0,10679900
2026-04-24,29440.0,15405700
2026-04-27,31500.0,18594000
2026-04-28,29750.0,19894900
2026-04-30,28260.0,13127400
2026-05-01,27815.0,7144100
2026-05-07,29715.0,11005100
2026-05-08,29885.0,8963400
2026-05-11,28780.0,8727700
2026-05-12,28705.0,7971200
2026-05-13,28290.0,5799400
2026-05-14,28615.0,9547900
2026-05-15,26360.0,9938400
2026-05-18,26150.0,8750700
2026-05-19,25290.0,9174200
2026-05-20,25625.0,8881700
2026-05-21,26745.0,9851300
2026-05-22,26845.0,7253600
2026-05-25,27755.0,7936500
2026-05-26,26075.0,9168700
2026-05-27,27130.0,9423800
2026-05-28,26340.0,7244100
2026-05-29,26170.0,9408700
2026-06-01,25675.0,7366500
2026-06-02,26320.0,8218300
2026-06-03,27660.0,8806800
2026-06-04,28170.0,7606900
2026-06-05,26765.0,7157600
2026-06-08,25235.0,10067400
2026-06-09,26330.0,8788900
2026-06-10,25235.0,8322300
2026-06-11,25175.0,7237400
2026-06-12,27325.0,10241000
2026-06-15,29420.0,9988500
2026-06-16,30340.0,12037500
2026-06-17,30060.0,7837500
2026-06-18,30300.0,7501800
2026-06-19,31740.0,9887400
2026-06-22,32170.0,5949900
2026-06-23,31430.0,10134300
2026-06-24,31200.0,7695200
2026-06-25,35900.0,12921900
2026-06-26,32440.0,11040100
2026-06-29,31950.0,7261600
2026-06-30,32340.0,7822200
2026-07-01,32000.0,6204600
2026-07-02,28815.0,9115500
2026-07-03,29345.0,7931300
2026-07-06,29565.0,6649300
2026-07-07,28900.0,7803900
2026-07-08,27545.0,10152200
2026-07-09,29160.0,8863600
2026-07-10,29830.0,7330900
2026-07-13,28820.0,6766700
2026-07-14,29775.0,8956100
2026-07-15,31510.0,7789700
2026-07-16,29640.0,8916700
2026-07-17,27505.0,13442000
2026-07-21,29630.0,10348200
2026-07-22,29585.0,9245200
2026-07-23,30800.0,7493200
2026-07-24,28945.0,8849300
2026-07-27,28380.0,7722800
2026-07-28,25510.0,10348000
2026-07-29,25200.0,14777000
2026-07-30,27935.0,16409100
2026-07-31,32500.0,18131300
2026-08-03,31430.0,9793800
2026-08-04,31000.0,10006300
