date,close,volume
2024-08-05,22055.0,9564800
2024-08-06,25715.0,11516600
2024-08-07,25640.0,8790500
2024-08-08,25630.0,7814700
2024-08-09,25810.0,13506600
2024-08-13,27400.0,7447200
2024-08-14,27225.0,7507300
2024-08-15,27620.0,5210900
2024-08-16,28955.0,6459500
2024-08-19,28055.0,5805700
2024-08-20,28405.0,4225600
2024-08-21,28000.0,3676900
2024-08-22,27805.0,3925100
2024-08-23,27105.0,4205900
2024-08-26,26445.0,3864000
2024-08-27,26200.0,3878600
2024-08-28,26190.0,3626400
2024-08-29,25730.0,5087900
2024-08-30,25805.0,6278000
2024-09-02,25525.0,3813200
2024-09-03,25145.0,3121100
2024-09-04,22995.0,6774200
2024-09-05,22425.0,5567800
2024-09-06,22000.0,4987000
2024-09-09,21500.0,6414600
2024-09-10,22260.0,7054300
2024-09-11,22210.0,7219700
2024-09-12,23280.0,6420200
2024-09-13,23680.0,7084700
2024-09-17,22440.0,7135900
2024-09-18,22465.0,4196200
2024-09-19,23020.0,5570500
2024-09-20,24245.0,6722600
2024-09-24,24020.0,5644700
2024-09-25,23850.0,3624800
2024-09-26,25760.0,6521600
2024-09-27,27475.0,9281000
2024-09-30,25290.0,7688000
2024-10-01,26040.0,5055300
2024-10-02,25080.0,4878200
2024-10-03,25760.0,4628600
2024-10-04,25355.0,3659400
2024-10-07,25650.0,4220700
2024-10-08,25460.0,4181300
2024-10-09,25770.0,4062900
2024-10-10,25515.0,3769000
2024-10-11,25620.0,3234400
2024-10-15,26770.0,4443700
2024-10-16,24310.0,5928000
2024-10-17,23530.0,5294800
2024-10-18,23500.0,4363100
2024-10-21,23720.0,3295600
2024-10-22,22990.0,4336800
2024-10-23,22770.0,3272800
2024-10-24,23025.0,4464300
2024-10-25,23220.0,3311000
2024-10-28,23860.0,4064100
2024-10-29,23985.0,3236200
2024-10-30,24010.0,5344900
2024-10-31,23400.0,4154300
2024-11-01,22485.0,4405400
2024-11-05,22930.0,2999200
2024-11-06,23460.0,4002800
2024-11-07,23055.0,3888700
2024-11-08,23250.0,3183100
2024-11-11,23260.0,2325300
2024-11-12,22605.0,3612000
2024-11-13,22805.0,8384600
2024-11-14,22010.0,5347000
2024-11-15,22300.0,4772100
2024-11-18,21945.0,3632800
2024-11-19,22000.0,2619300
2024-11-20,21870.0,2517900
2024-11-21,21780.0,3223700
2024-11-22,22250.0,3043700
2024-11-25,23135.0,6050400
2024-11-26,22650.0,4547900
2024-11-27,22240.0,3397800
2024-11-28,23740.0,10056300
2024-11-29,23310.0,4680200
2024-12-02,23640.0,4230800
2024-12-03,24650.0,5934100
2024-12-04,24655.0,4230700
2024-12-05,24585.0,3705400
2024-12-06,23950.0,4056100
2024-12-09,23760.0,3359900
2024-12-10,24600.0,4541900
2024-12-11,24480.0,3236200
2024-12-12,24625.0,4238300
2024-12-13,23860.0,4186500
2024-12-16,23655.0,2598900
2024-12-17,23840.0,2747900
2024-12-18,23785.0,2495600
2024-12-19,23450.0,3341400
2024-12-20,23300.0,3449700
2024-12-23,23605.0,2275400
2024-12-24,23640.0,2244100
2024-12-25,23700.0,2164000
2024-12-26,23830.0,2436300
2024-12-27,24380.0,3129900
2024-12-30,24185.0,2586100
2025-01-06,24360.0,3147300
2025-01-07,27100.0,10258300
